id,title,type,publication_year,issue,volume,chapter,publication_venue,venue_type,publisher,event
doi:10.1371/journal.pone.0200929,From Systems To Biology: A Computational Analysis Of The Research Articles On Systems Biology From 1992 To 2013,journal-article,2018,7,13,,Plos One,journal,crossref:340,
doi:10.3390/admsci8030034,A Research Agenda On Open Innovation And Entrepreneurship: A Co-Word Analysis,journal-article,2018,3,8,,Administrative Sciences,journal,crossref:1968,
doi:10.1007/s10902-018-0022-z,The Economics Of Subjective Well-Being: A Bibliometric Analysis,journal-article,2018,6,20,,Journal Of Happiness Studies,journal,crossref:297,
doi:10.1177/0002764218766581,The Intellectual Structure Of The American Behavioral Scientist: Five Decades Of Research,journal-article,2018,7,63,,American Behavioral Scientist,journal,crossref:179,
doi:10.1007/s00170-018-2617-2,Internet Of Things Process Selection: Ahp Selection Method,journal-article,2018,9-12,99,,The International Journal Of Advanced Manufacturing Technology,journal,crossref:297,
doi:10.1002/sdr.1628,"System Dynamics Review And Publications 1985–2017: Analysis, Synthesis And Contributions",journal-article,2019,2,35,,System Dynamics Review,journal,crossref:311,
doi:10.1002/sd.1927,Green It And Sustainable Technology Development: Bibliometric Overview,journal-article,2019,4,27,,Sustainable Development,journal,crossref:311,
doi:10.1017/dmp.2015.58,Dynamics Of A Global Zoonotic Research Network Over 33 Years (1980–2012),journal-article,2015,5,9,,Disaster Medicine And Public Health Preparedness,journal,crossref:56,
doi:10.1007/s10669-018-9687-4,Bibliometric Analysis Of Climate Change Vulnerability Assessment Research,journal-article,2018,4,38,,Environment Systems And Decisions,journal,crossref:297,
doi:10.1007/s10676-018-9457-5,From Dignity To Security Protocols: A Scientometric Analysis Of Digital Ethics,journal-article,2018,3,20,,Ethics And Information Technology,journal,crossref:297,
doi:10.1080/1540496x.2018.1433658,Credit Risk Research: Review And Agenda,journal-article,2018,4,54,,Emerging Markets Finance And Trade,journal,crossref:301,
doi:10.1080/15440478.2019.1636742,Cotton Fiber In Web Of Science And Scopus: Mapping And Visualization Of Research Topics And Publishing Patterns,journal-article,2019,4,18,,Journal Of Natural Fibers,journal,crossref:301,
doi:10.1007/s11575-016-0308-5,Mapping The Intellectual Structure Of Research On ‘Born Global’ Firms And Invs: A Citation/Co-Citation Analysis,journal-article,2016,4,57,,Management International Review,journal,crossref:297,
doi:10.3390/nu11061357,Role Of Diet In Chronic Obstructive Pulmonary Disease Prevention And Treatment,journal-article,2019,6,11,,Nutrients,journal,crossref:1968,
doi:10.1186/s11671-019-2994-y,Publication Trends In Drug Delivery And Magnetic Nanoparticles,journal-article,2019,1,14,,Nanoscale Research Letters,journal,crossref:297,
doi:10.1080/07294360.2019.1654438,International Comparisons Of Themes In Higher Education Research,journal-article,2019,7,38,,Higher Education Research & Development,journal,crossref:301,
doi:10.1007/s00217-019-03321-0,Food Traceability: A Term Map Analysis Basic Review,journal-article,2019,10,245,,European Food Research And Technology,journal,crossref:297,
doi:10.1186/s41182-017-0073-6,Spatiotemporal Analysis Of Tropical Disease Research Combining Europe Pmc And Affiliation Mapping Web Services,journal-article,2017,1,45,,Tropical Medicine And Health,journal,crossref:297,
doi:10.1186/s41205-017-0012-5,Medical 3D Printing: Methods To Standardize Terminology And Report Trends,journal-article,2017,1,3,,3D Printing In Medicine,journal,crossref:297,
doi:10.1186/s41239-018-0101-6,Higher Education Dominance And Siloed Knowledge: A Systematic Review Of Flipped Classroom Research,journal-article,2018,1,15,,International Journal Of Educational Technology In Higher Education,journal,crossref:297,
doi:10.1186/s41239-018-0103-4,Categorization Of E-Learning As An Emerging Discipline In The World Publication System: A Bibliometric Study In Scopus,journal-article,2018,1,15,,International Journal Of Educational Technology In Higher Education,journal,crossref:297,
doi:10.1186/s42238-019-0004-y,"Molecular Neuroscience At Its “High”: Bibliometric Analysis Of The Most Cited Papers On Endocannabinoid System, Cannabis And Cannabinoids",journal-article,2019,1,1,,Journal Of Cannabis Research,journal,crossref:297,
doi:10.1057/s41599-018-0175-8,A Bibliometric Analysis Of The Interdisciplinary Field Of Cultural Evolution,journal-article,2018,1,4,,Palgrave Communications,journal,crossref:297,
doi:10.1061/(asce)co.1943-7862.0001492,Analysis Of Citation Networks In Building Information Modeling Research,journal-article,2018,8,144,,Journal Of Construction Engineering And Management,journal,crossref:30,
doi:10.1061/(asce)co.1943-7862.0001682,Scientometric Review Of Articles Published In Asce’S Journal Of Construction Engineering And Management From 2000 To 2018,journal-article,2019,8,145,,Journal Of Construction Engineering And Management,journal,crossref:30,
doi:10.1061/(asce)ei.1943-5541.0000425,Text Mining–Based Review Of Articles Published In The Journal Of Professional Issues In Engineering Education And Practice,journal-article,2019,4,145,,Journal Of Professional Issues In Engineering Education And Practice,journal,crossref:30,
doi:10.1061/(asce)me.1943-5479.0000722,Tension Between Leadership Archetypes: Systematic Review To Inform Construction Research And Practice,journal-article,2020,1,36,,Journal Of Management In Engineering,journal,crossref:30,
doi:10.1007/s11301-018-0140-z,Exploring The Landscape Of Corporate Venture Capital: A Systematic Review Of The Entrepreneurial And Finance Literature,journal-article,2018,3,68,,Management Review Quarterly,journal,crossref:297,
doi:10.1007/s11301-019-00172-7,Research In Business Service Purchasing: Current Status And Directions For The Future,journal-article,2019,3,70,,Management Review Quarterly,journal,crossref:297,
doi:10.3390/antibiotics7040102,Bibliometric Analysis Of Global Research On Clavulanic Acid,journal-article,2018,4,7,,Antibiotics,journal,crossref:1968,
doi:10.1177/1477153519857788,Half A Century Of Lighting Research & Technology: A Bibliometric Review,journal-article,2019,4,52,,Lighting Research & Technology,journal,crossref:179,
doi:10.1590/2318-08892018000300001,Análisis De Co-Palabras Aplicado A Los Artículos Muy Citados En Biblioteconomía Y Ciencias De La Información (2007-2017),journal-article,2018,3,30,,Transinformação,journal,crossref:530,
doi:10.1590/2318-0889201931e190027,Estudos Altmétricos No Brasil: Uma Análise A Partir Dos Currículos Da Plataforma Lattes-Cnpq,journal-article,2019,,31,,Transinformação,journal,crossref:530,
doi:10.3897/rio.2.e9841,Bibliometric Study To Assist Research Topic Selection: A Case From Research Design On Jakarta’S Groundwater (Part 1),journal-article,2016,,2,,Research Ideas And Outcomes,journal,crossref:2258,
doi:10.3897/rio.5.e35820,Robustifying Scholia: Paving The Way For Knowledge Discovery And Research Assessment Through Wikidata,journal-article,2019,,5,,Research Ideas And Outcomes,journal,crossref:2258,
doi:10.1007/s00484-019-01695-0,Short Communication: Trends In Biometeorology Publishing: A Case Study Of Climate And Human Health Commission Members,journal-article,2019,6,63,,International Journal Of Biometeorology,journal,crossref:297,
doi:10.1007/s00500-018-3168-z,Twenty Years Of Soft Computing: A Bibliometric Overview,journal-article,2018,5,23,,Soft Computing,journal,crossref:297,
doi:10.1002/csr.1792,Framing The Evolution Of Corporate Social Responsibility As A Discipline (1973–2018): A Large‐Scale Scientometric Analysis,journal-article,2019,1,27,,Corporate Social Responsibility And Environmental Management,journal,crossref:311,
doi:10.1002/rra.3431,The Effects Of Dams On Macroinvertebrates: G Lobal Trends And Insights,journal-article,2019,,,,River Research And Applications,journal,crossref:311,
doi:10.1111/petr.12933,Counting The Publications That Count,journal-article,2017,4,21,,Pediatric Transplantation,journal,crossref:311,
doi:10.2196/12625,Detecting The Interdisciplinary Nature And Topic Hotspots Of Robotics In Surgery: Social Network Analysis And Bibliometric Study,journal-article,2019,3,21,,Journal Of Medical Internet Research,journal,crossref:1010,
doi:10.2196/14401,Characterizing Artificial Intelligence Applications In Cancer Research: A Latent Dirichlet Allocation Analysis,journal-article,2019,4,7,,Jmir Medical Informatics,journal,crossref:1010,
doi:10.1080/10941665.2019.1567564,The Global Dissemination Of Scholarly Tourism Outputs From 1976 To 2016: Evidence From Australia,journal-article,2019,5,24,,Asia Pacific Journal Of Tourism Research,journal,crossref:301,
doi:10.1080/10963758.2019.1655433,Authorship Structures And Collaboration Networks In Tourism Journals,journal-article,2019,1,33,,Journal Of Hospitality & Tourism Education,journal,crossref:301,
doi:10.1080/00131911.2019.1566212,Evolution Of Topics In Education Research: A Systematic Review Using Bibliometric Analysis,journal-article,2019,3,72,,Educational Review,journal,crossref:301,
doi:10.3390/ijerph16010029,Emerging Trends And New Developments In Disaster Research After The 2008 Wenchuan Earthquake,journal-article,2018,1,16,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.3390/ijerph16111928,Analysis Of Global Research On Malaria And Plasmodium Vivax,journal-article,2019,11,16,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.3390/ijerph16152788,Application Of The Theory Of Planned Behavior In Environmental Science: A Comprehensive Bibliometric Analysis,journal-article,2019,15,16,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.1007/s41233-021-00047-4,"Mapping Experience Research Across Disciplines: Who, Where, When",journal-article,2021,1,6,,Quality And User Experience,journal,crossref:297,
doi:10.1108/ecam-04-2021-0287,A Qualitative Conceptual Framework To Tackle Skill Shortages In Offsite Construction Industry: A Scientometric Approach,journal-article,2021,,,,"Engineering, Construction And Architectural Management",journal,crossref:140,
doi:10.3390/agriculture11090889,"Metrology, Agriculture And Food: Literature Quantitative Analysis",journal-article,2021,9,11,,Agriculture,journal,crossref:1968,
doi:10.1155/2021/9274918,Changes In The Structures And Directions Of Rock Excavation Research From 1999 To 2020: A Bibliometric Study,journal-article,2021,,2021,,Advances In Civil Engineering,journal,crossref:98,
doi:10.1007/s00296-021-04988-z,Bibliometric Analysis Of Publication Activity In The Field Of Familial Mediterranean Fever In 2010–2019: A Scopus-Based Study,journal-article,2021,11,41,,Rheumatology International,journal,crossref:297,
doi:10.1021/acs.analchem.9b05454,Ambient Ionization Mass Spectrometry Today And Tomorrow: Embracing Challenges And Opportunities,journal-article,2019,3,92,,Analytical Chemistry,journal,crossref:316,
doi:10.1002/adom.202100519,Recent Advances In Block Copolymer Self‐Assembly For The Fabrication Of Photonic Films And Pigments,journal-article,2021,21,9,,Advanced Optical Materials,journal,crossref:311,
doi:10.1016/j.jpurol.2021.08.003,The Top 100 Cited Articles In Pediatric Urology: A Bibliometric Analysis,journal-article,2021,5,17,,Journal Of Pediatric Urology,journal,crossref:78,
doi:10.3390/economies9030110,A Bibliometric Mapping Of Cost-Benefit Analysis—Three Decades Of Studies,journal-article,2021,3,9,,Economies,journal,crossref:1968,
doi:10.3390/su13168997,Leveraging Capabilities Of Technology Into A Circular Supply Chain To Build Circular Business Models: A State-Of-The-Art Systematic Review,journal-article,2021,16,13,,Sustainability,journal,crossref:1968,
doi:10.1080/14778238.2021.1943553,"Counterintuitive, Yet Essential: Taking Stock Of Organizational Unlearning Research Through A Scientometric Analysis (1976-2019)",journal-article,2021,,,,Knowledge Management Research & Practice,journal,crossref:301,
doi:10.1111/sms.14019,Studying Professional And Recreational Female Footballers: A Bibliometric Exercise,journal-article,2021,,,,Scandinavian Journal Of Medicine & Science In Sports,journal,crossref:311,
doi:10.1136/bmjspcare-2021-002982,Global Palliative Care Research (2002-2020): Bibliometric Review And Mapping Analysis,journal-article,2021,,,,Bmj Supportive & Palliative Care,journal,crossref:239,
doi:10.3390/membranes11080600,Research And Development Journey And Future Trends Of Hollow Fiber Membranes For Purification Applications (1970–2020): A Bibliometric Analysis,journal-article,2021,8,11,,Membranes,journal,crossref:1968,
doi:10.1002/jclp.23227,A Bibliometric Analysis Of Covid‐19 Publications In The Ten Psychology‐Related Web Of Science Categories In The Social Science Citation Index,journal-article,2021,12,77,,Journal Of Clinical Psychology,journal,crossref:311,
doi:10.1007/978-981-16-4760-4_1,Assessing Eu'S Progress And Performance With Regard To Sdg-12 Targets And Indicators,book-chapter,2021,,,1,Industrial Ecology - Sustainable Production And Consumption Systems,book,crossref:297,
doi:10.1186/s12302-021-00552-5,Handling Climate Change Education At Universities: An Overview,journal-article,2021,1,33,,Environmental Sciences Europe,journal,crossref:297,
doi:10.3390/su131810094,Learning From Each Other—A Bibliometric Review Of Research On Information Disorders,journal-article,2021,18,13,,Sustainability,journal,crossref:1968,
doi:10.1016/j.techsoc.2021.101738,Assessing The Impacts Of Digital Transformation On Internal Auditing: A Bibliometric Analysis,journal-article,2021,,67,,Technology In Society,journal,crossref:78,
doi:10.3390/en14164919,How Digital Twin Concept Supports Internal Transport Systems?—Literature Review,journal-article,2021,16,14,,Energies,journal,crossref:1968,
doi:10.1080/03088839.2021.1969460,State Of Play In Technology And Legal Framework Of Alternative Marine Fuels And Renewable Energy Systems: A Bibliometric Analysis,journal-article,2021,,,,Maritime Policy & Management,journal,crossref:301,
doi:10.2147/cmar.s324284,Global Analysis Of Research Trends On Kidney Function After Nephron-Sparing Surgery: A Bibliometric And Visualised Study,journal-article,2021,,Volume 13,,Cancer Management And Research,journal,crossref:301,
doi:10.1007/s10639-021-10720-y,A Meta-Analysis And Bibliographic Review Of The Effect Of Nine Factors On Online Learning Outcomes Across The World,journal-article,2021,,,,Education And Information Technologies,journal,crossref:297,
doi:10.1007/s11274-021-03123-1,"A Review On The Removal Of Heavy Metals And Metalloids By Constructed Wetlands: Bibliometric, Removal Pathways, And Key Factors",journal-article,2021,9,37,,World Journal Of Microbiology And Biotechnology,journal,crossref:297,
doi:10.1007/s11356-021-15939-3,Using Mendelian Randomization As The Cornerstone For Causal Inference In Epidemiology,journal-article,2021,4,29,,Environmental Science And Pollution Research,journal,crossref:297,
doi:10.1080/00472778.2021.1955122,Corporate Social Responsibility In Family Firms: A Systematic Literature Review,journal-article,2021,,,,Journal Of Small Business Management,journal,crossref:301,
doi:10.1186/s12992-021-00754-9,Global Research Publications On Irrational Use Of Antimicrobials: Call For More Research To Contain Antimicrobial Resistance,journal-article,2021,1,17,,Globalization And Health,journal,crossref:297,
doi:10.1002/mabi.202100103,Antimicrobial Peptides: The Promising Therapeutics For Cutaneous Wound Healing,journal-article,2021,10,21,,Macromolecular Bioscience,journal,crossref:311,
doi:10.1016/j.iref.2021.08.002,Twenty-Nine Years Of The Journal Of International Review Of Economics And Finance: A Scientometric Overview (1992–2020),journal-article,2021,,76,,International Review Of Economics & Finance,journal,crossref:78,
doi:10.1108/ecam-03-2021-0232,"Residential Building Defects Investigation And Mitigation – A Comparative Review In Victoria, Australia, For Understanding The Way Forward",journal-article,2021,,,,"Engineering, Construction And Architectural Management",journal,crossref:140,
doi:10.3390/brainsci11081077,"Inflammatory Biomarkers In Febrile Seizure: A Comprehensive Bibliometric, Review And Visualization Analysis",journal-article,2021,8,11,,Brain Sciences,journal,crossref:1968,
doi:10.3390/jtaer16060116,Internet Of Things (Iot) Technology Research In Business And Management Literature: Results From A Co-Citation Analysis,journal-article,2021,6,16,,Journal Of Theoretical And Applied Electronic Commerce Research,journal,crossref:1968,
doi:10.1080/15440478.2021.1952139,Bibliometric Analysis Of Cotton Research From Plant Sciences Category Based On Web Of Science,journal-article,2021,,,,Journal Of Natural Fibers,journal,crossref:301,
doi:10.17533/udea.le.n95a344139,Dinámicas De La Producción Científica Colombiana En Economía,journal-article,2021,95,,,Lecturas De Economía,journal,crossref:7132,
doi:10.1016/j.techfore.2021.121026,Knowledge And Innovation In Start-Up Ventures: A Systematic Literature Review And Research Agenda,journal-article,2021,,172,,Technological Forecasting And Social Change,journal,crossref:78,
doi:10.1177/03128962211035470,The Development Of Green Enterprises: A Literature Review Based On Vosviewer And Pajek,journal-article,2021,,,,Australian Journal Of Management,journal,crossref:179,
doi:10.1111/and.14206,Research Trends Of Prostatitis Over Past 20 Years: A Bibliometric Analysis,journal-article,2021,10,53,,Andrologia,journal,crossref:311,
doi:10.1007/s11356-021-15787-1,Bibliometric Analysis Of Global Research On White Rot Fungi Biotechnology For Environmental Application,journal-article,2021,1,29,,Environmental Science And Pollution Research,journal,crossref:297,
doi:10.1002/ece3.7980,Human–Wildlife Conflict In The Roof Of The World: Understanding Multidimensional Perspectives Through A Systematic Review,journal-article,2021,17,11,,Ecology And Evolution,journal,crossref:311,
doi:10.1007/978-981-16-6128-0_25,Fault Diagnosis In Industries: How To Improve The Health Assessment Of Rotating Machinery,book-chapter,2021,,,1,"Sustainable Design And Manufacturing - Smart Innovation, Systems And Technologies",book,crossref:297,
doi:10.1021/acs.iecr.8b00936,A Bibliometric Review And Analysis Of Data-Driven Fault Detection And Diagnosis Methods For Process Systems,journal-article,2018,32,57,,Industrial & Engineering Chemistry Research,journal,crossref:316,
doi:10.3390/life11090970,"Bee Products: A Representation Of Biodiversity, Sustainability, And Health",journal-article,2021,9,11,,Life,journal,crossref:1968,
doi:10.3390/su13179780,Bibliometric Literature Analysis Of A Multi-Dimensional Sustainable Development Issue: Energy Poverty,journal-article,2021,17,13,,Sustainability,journal,crossref:1968,
doi:10.3390/su13179631,"Science Mapping Of The Global Knowledge Base On Management, Leadership, And Administration Related To Covid-19 For Promoting The Sustainability Of Scientific Research",journal-article,2021,17,13,,Sustainability,journal,crossref:1968,
doi:10.1007/978-3-030-75722-9_7,"Computational Tools For Literature Review, Analysis, And Synthesis",book-chapter,2021,,,1,Literature Reviews,book,crossref:297,
doi:10.3390/jrfm14090427,The Ascent Of Bitcoin: Bibliometric Analysis Of Bitcoin Research,journal-article,2021,9,14,,Journal Of Risk And Financial Management,journal,crossref:1968,
doi:10.3390/su13179981,Delineating The Implications Of Dispersing Teams And Teleworking In An Agile Uk Construction Sector,journal-article,2021,17,13,,Sustainability,journal,crossref:1968,
doi:10.3390/systems9030067,Accounting Information Systems: Scientific Production And Trends In Research,journal-article,2021,3,9,,Systems,journal,crossref:1968,
doi:10.1108/jsma-01-2021-0002,"Behavioral Strategy: Mapping The Trends, Sources And Intellectual Evolution",journal-article,2021,1,15,,Journal Of Strategy And Management,journal,crossref:140,
doi:10.1080/03088839.2021.1972486,Life Cycle Assessment And Life Cycle Costing For Assessing Maritime Transport: A Comprehensive Literature Review,journal-article,2021,,,,Maritime Policy & Management,journal,crossref:301,
doi:10.3233/wor-213576,Ergonomics 4.0: A Bibliometric Review Of Human Factors Research In Industrial Revolution 4.0 (Ir 4.0),journal-article,2021,1,70,,Work,journal,crossref:7437,
doi:10.3390/en14185711,Compressor Degradation Management Strategies For Gas Turbine Aero-Engine Controller Design,journal-article,2021,18,14,,Energies,journal,crossref:1968,
doi:10.1007/s42690-021-00616-2,The Period Of Insect Research In The Tropics: A Bibliometric Analysis,journal-article,2021,1,42,,International Journal Of Tropical Insect Science,journal,crossref:297,
doi:10.1002/bbb.2290,A Bibliometric Analysis On Potential Uses Of Brewer'S Spent Grains In A Biorefinery For The Circular Economy Transition Of The Beer Industry,journal-article,2021,6,15,,"Biofuels, Bioproducts And Biorefining",journal,crossref:311,
doi:10.3390/ijerph18179396,Worldwide Research Trends On Solar-Driven Water Disinfection,journal-article,2021,17,18,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.1016/j.tifs.2021.08.032,State Of The Art Review Of Big Data And Web-Based Decision Support Systems (Dss) For Food Safety Risk Assessment With Respect To Climate Change,journal-article,2021,,,,Trends In Food Science & Technology,journal,crossref:78,
doi:10.1186/s40066-021-00315-8,A Bibliometric Analysis Of The Scientific Production Related To “Zero Hunger” As A Sustainable Development Goal: Trends Of The Pacific Alliance Towards 2030,journal-article,2021,1,10,,Agriculture & Food Security,journal,crossref:297,
doi:10.1016/j.techfore.2021.121179,"Covid-19, Consumer Behavior, Technology, And Society: A Literature Review And Bibliometric Analysis",journal-article,2021,,173,,Technological Forecasting And Social Change,journal,crossref:78,
doi:10.1108/jdqs-08-2021-0020,Thirty Years Of The Journal Of Derivatives And Quantitative Studies: A Bibliometric Analysis,journal-article,2021,4,29,,Journal Of Derivatives And Quantitative Studies: 선물연구,journal,crossref:140,
doi:10.1016/j.egyr.2021.06.084,Sustainability And Challenges In Biodiesel Production From Waste Cooking Oil: An Advanced Bibliometric Analysis,journal-article,2021,,7,,Energy Reports,journal,crossref:78,
doi:10.1016/j.jsr.2021.09.002,Structural Anatomy And Temporal Trends Of Road Accident Research: Full-Scope Analyses Of The Field,journal-article,2021,,79,,Journal Of Safety Research,journal,crossref:78,
doi:10.1007/978-3-030-78570-3_4,Eco-Innovation And Digital Transformation Relationship: Circular Economy As A Focal Point,book-chapter,2021,,,1,Industrial Engineering And Operations Management - Springer Proceedings In Mathematics & Statistics,book,crossref:297,
doi:10.1007/s11540-021-09521-0,Bibliometric Analysis Of Potato Research Publications From Agronomy Category Based On Web Of Science From 2000 To 2021,journal-article,2021,,,,Potato Research,journal,crossref:297,
doi:10.1108/jfmm-02-2021-0046,"Past, Present And Future Of Luxury Brands: A Review And Bibliometric Analysis",journal-article,2021,,,,Journal Of Fashion Marketing And Management: An International Journal,journal,crossref:140,
doi:10.3390/su13179582,The Analysis Of Research Hotspots In The Field Of Urban Quality,journal-article,2021,17,13,,Sustainability,journal,crossref:1968,
doi:10.3390/ijerph18126187,Physical Activity Participation And The Environment In Children And Adolescents: A Systematic Review And Meta-Analysis Protocol,journal-article,2021,12,18,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.3390/su13020791,Living Labs: From Niche To Mainstream Innovation Management,journal-article,2021,2,13,,Sustainability,journal,crossref:1968,
doi:10.3390/su13031275,Responsible Production For Sustainability: Concept Analysis And Bibliometric Review,journal-article,2021,3,13,,Sustainability,journal,crossref:1968,
doi:10.3390/su13042126,Sustainable Development Goals And Education: A Bibliometric Mapping Analysis,journal-article,2021,4,13,,Sustainability,journal,crossref:1968,
doi:10.1007/s13132-021-00803-z,Location Matters: A Novel Methodology For Patent’S National Phase Process,journal-article,2021,,,,Journal Of The Knowledge Economy,journal,crossref:297,
doi:10.1155/2021/5547530,Application Of Blockchain For Internet Of Things: A Bibliometric Analysis,journal-article,2021,,2021,,Mathematical Problems In Engineering,journal,crossref:98,
doi:10.3390/catal11080913,Bibliometric Analysis On The Papers Dedicated To Microplastics In Wastewater Treatments,journal-article,2021,8,11,,Catalysts,journal,crossref:1968,
doi:10.1002/kpm.1658,The Relationship Between The Internet Of Things And Knowledge Management In Smart Ecosystem Development,journal-article,2021,2,28,,Knowledge And Process Management,journal,crossref:311,
doi:10.3390/ijerph18041764,Mapping The Worldwide Trends On Energy Poverty Research: A Bibliometric Analysis (1999–2019),journal-article,2021,4,18,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.3390/molecules26144334,A Review Of Wine Authentication Using Spectroscopic Approaches In Combination With Chemometrics,journal-article,2021,14,26,,Molecules,journal,crossref:1968,
doi:10.1162/qss_a_00109,A Multidimensional Framework For Characterizing The Citation Impact Of Scientific Publications,journal-article,2021,1,2,,Quantitative Science Studies,journal,crossref:281,
doi:10.15561/20755279.2021.0301,Physical Activity In The Context Of The Covid-19 Pandemic: Research Profiling And Mapping,journal-article,2021,3,25,,Physical Education Of Students,journal,crossref:6188,
doi:10.1016/j.spc.2021.03.030,The Role Of Product Design In Circular Business Models: An Analysis Of Challenges And Opportunities For Electric Vehicles And White Goods,journal-article,2021,,27,,Sustainable Production And Consumption,journal,crossref:78,
doi:10.1016/j.compind.2021.103458,Systemic Formalisation Of Cyber-Physical-Social System (Cpss): A Systematic Literature Review,journal-article,2021,,129,,Computers In Industry,journal,crossref:78,
doi:10.3390/su13116225,Corporate Social Responsibility And Corporate Tax Aggressiveness: A Scientometric Analysis Of The Existing Literature To Map The Future,journal-article,2021,11,13,,Sustainability,journal,crossref:1968,
doi:10.3390/su13126562,Towards Sustainability In Higher-Education Institutions: Analysis Of Contributing Factors And Appropriate Strategies,journal-article,2021,12,13,,Sustainability,journal,crossref:1968,
doi:10.3390/su13158261,Forestry Research In The Middle East: A Bibliometric Analysis,journal-article,2021,15,13,,Sustainability,journal,crossref:1968,
doi:10.1016/j.envres.2021.111087,Soil Erosion Modelling: A Bibliometric Analysis,journal-article,2021,,197,,Environmental Research,journal,crossref:78,
doi:10.3390/infrastructures6020021,Dynamic Planning Of Construction Site For Linear Projects,journal-article,2021,2,6,,Infrastructures,journal,crossref:1968,
doi:10.3846/jcem.2021.15260,Application Of Multiple Criteria Decision Making Methods In Construction: A Systematic Literature Review,journal-article,2021,6,27,,Journal Of Civil Engineering And Management,journal,crossref:2209,
doi:10.1177/15533506211026411,A Bibliometric Analysis Of Overall And Top 100 Most-Cited Studies About Robotic Surgery Versus Open Surgery,journal-article,2021,,,,Surgical Innovation,journal,crossref:179,
doi:10.1108/wjemsd-06-2020-0068,Twenty Years Of Green Innovation Research: Trends And Way Forward,journal-article,2021,ahead-of-print,ahead-of-print,,"World Journal Of Entrepreneurship, Management And Sustainable Development",journal,crossref:140,
doi:10.1177/10963480211011540,Hospitality And Tourism Scholarship In Africa: A Literature-Based Agenda For Future Research,journal-article,2021,,,,Journal Of Hospitality & Tourism Research,journal,crossref:179,
doi:10.1007/s11270-021-05247-4,A Bibliometric Study On The Application Of Advanced Oxidation Processes For Produced Water Treatment,journal-article,2021,7,232,,"Water, Air, & Soil Pollution",journal,crossref:297,
doi:10.1177/19322968211005500,Two Decades Of Research In Artificial Pancreas: Insights From A Bibliometric Analysis,journal-article,2021,2,16,,Journal Of Diabetes Science And Technology,journal,crossref:179,
doi:10.3390/jmse9020218,Evolution Trend Research Of Global Ocean Power Generation Based On A 45-Year Scientometric Analysis,journal-article,2021,2,9,,Journal Of Marine Science And Engineering,journal,crossref:1968,
doi:10.3390/jmse9030266,"Rise, Fall, And Recovery Of Blockchains In The Maritime Technology Space",journal-article,2021,3,9,,Journal Of Marine Science And Engineering,journal,crossref:1968,
doi:10.1007/s11301-021-00214-z,Establishing A Typology For Productive Intelligence: A Systematic Literature Mapping,journal-article,2021,,,,Management Review Quarterly,journal,crossref:297,
doi:10.1016/j.jhazmat.2020.125028,The Antineoplastic Drugs Cyclophosphamide And Cisplatin In The Aquatic Environment – Review,journal-article,2021,,412,,Journal Of Hazardous Materials,journal,crossref:78,
doi:10.1016/j.jhazmat.2021.126361,Per And Poly-Fluoroalkyl Substances (Pfas) As A Contaminant Of Emerging Concern In Surface Water: A Transboundary Review Of Their Occurrences And Toxicity Effects,journal-article,2021,,419,,Journal Of Hazardous Materials,journal,crossref:78,
doi:10.1111/cobi.13726,Joining Forces Toward Proactive Elephant And Rhinoceros Conservation,journal-article,2021,1,36,,Conservation Biology,journal,crossref:311,
doi:10.1002/hfm.20889,A Systematic Review On The Impacts Of Covid‐19 On Work: Contributions And A Path Forward From The Perspectives Of Ergonomics And Psychodynamics Of Work,journal-article,2021,4,31,,Human Factors And Ergonomics In Manufacturing & Service Industries,journal,crossref:311,
doi:10.1007/s10668-021-01293-4,A Green Intensity Index To Better Assess The Multiple Functions Of Urban Vegetation With An Application To Paris Metropolitan Area,journal-article,2021,10,23,,"Environment, Development And Sustainability",journal,crossref:297,
doi:10.1016/j.jhtm.2021.04.005,A Bibliometric Overview Of The Journal Of Hospitality And Tourism Management: Research Contributions And Influence,journal-article,2021,,47,,Journal Of Hospitality And Tourism Management,journal,crossref:78,
doi:10.1080/00207543.2021.1919333,Big Data Analytics In Manufacturing: A Bibliometric Analysis Of Research In The Field Of Business Management,journal-article,2021,,,,International Journal Of Production Research,journal,crossref:301,
doi:10.1590/1806-9649-2021v28e5171,A Bibliometric Study On The Use Of Games In The Production Engineering Area,journal-article,2021,3,28,,Gestão & Produção,journal,crossref:530,
doi:10.3390/su13031136,Open Innovation For Sustainability Or Not: Literature Reviews Of Global Research Trends,journal-article,2021,3,13,,Sustainability,journal,crossref:1968,
doi:10.4018/978-1-7998-5772-3.ch005,Knowledge Management In Higher Education Institutions,book-chapter,2021,,,0,,,,
doi:10.1007/s12210-021-01003-2,"Astragalus (Astragalus Membranaceus Bunge): Botanical, Geographical, And Historical Aspects To Pharmaceutical Components And Beneficial Role",journal-article,2021,3,32,,Rendiconti Lincei. Scienze Fisiche E Naturali,journal,crossref:297,
