id,title,type,publication_year,issue,volume,chapter,publication_venue,venue_type,publisher,event
doi:10.1007/978-3-030-42517-3_1,Comparative Study Of Rdf And Owl Ontology Languages As Support For The Semantic Web,book-chapter,2020,,,1,Communications In Computer And Information Science - Applied Technologies,book,crossref:297,
doi:10.4018/978-1-7998-1863-2.ch002,Fuzzy Ontology For Requirements Determination And Documentation During Software Development,book-chapter,2020,,,0,,,,
doi:10.4018/978-1-7998-1934-9.ch013,Model Based On Ontological Engineering As Support For Stakeholder Management,book-chapter,2020,,,0,,,,
doi:10.4018/978-1-7998-2104-5.ch009,Contemporary Archival Description As Required Digital Competence Of Today'S Archivists,book-chapter,2020,,,0,,,,
doi:10.1017/s0269888919000237,A Review And Comparison Of Ontology-Based Approaches To Robot Autonomy,journal-article,2019,,34,,The Knowledge Engineering Review,journal,crossref:56,
doi:10.3390/app10072277,The Systematic Design Of Industrial Products Through Design Archetypes: An Application On Mechanical Transmissions,journal-article,2020,7,10,,Applied Sciences,journal,crossref:1968,
doi:10.1590/1678-9865202032e180077,Construcción De Una Red De Ontologías Sobre Eventos Meteorológicos A Partir De Periódicos Históricos,journal-article,2020,,32,,Transinformação,journal,crossref:530,
doi:10.3390/su11236549,Social Parking: Applying The Citizens As Sensors Paradigm To Parking Guidance And Information,journal-article,2019,23,11,,Sustainability,journal,crossref:1968,
doi:10.1007/978-3-030-39459-2_2,Optimized Term Extraction Method Based On Computing Merged Partial C-Values,book-chapter,2020,,,1,"Information And Communication Technologies In Education, Research, And Industrial Applications - Communications In Computer And Information Science",book,crossref:297,
doi:10.1007/s11629-019-5576-7,Augmented Planning Support System Framework For Mountainous Urban Master Planning,journal-article,2020,4,17,,Journal Of Mountain Science,journal,crossref:297,
doi:10.1007/978-3-030-45442-5_15,Machine-Actionable Data Management Plans: A Knowledge Retrieval Approach To Automate The Assessment Of Funders’ Requirements,book-chapter,2020,,,1,Lecture Notes In Computer Science - Advances In Information Retrieval,book,crossref:297,
doi:10.1007/s10115-020-01498-5,Snowl Model: Social Networks Unification-Based Semantic Data Integration,journal-article,2020,11,62,,Knowledge And Information Systems,journal,crossref:297,
doi:10.1007/s12652-020-02150-4,Ontological Concepts For Information Sharing In Cloud Robotics,journal-article,2020,,,,Journal Of Ambient Intelligence And Humanized Computing,journal,crossref:297,
doi:10.1017/s0266462320000471,"Exploring The Identification, Validation, And Categorization Of The Cost And Benefits Of Criminal Justice In Mental Health: The Pecunia Project",journal-article,2020,4,36,,International Journal Of Technology Assessment In Health Care,journal,crossref:56,
doi:10.1177/1420326x20952817,Simulated Physical Ageing: A Prioritized Persona-Based Model For Accessible Interiors In Senior Housing Environments,journal-article,2020,,,,Indoor And Built Environment,journal,crossref:179,
doi:10.4018/978-1-7998-4240-8.ch004,Sentiment Analysis As A Restricted Nlp Problem,book-chapter,2021,,,0,,,,
doi:10.1108/ajim-11-2019-0320,Participatory Design For Ontologies: A Case Study Of An Open Science Ontology For Qualitative Coding Schemas,journal-article,2020,4,72,,Aslib Journal Of Information Management,journal,crossref:140,
doi:10.3390/ijgi9100588,A Built Heritage Information System Based On Point Cloud Data: His-Pc,journal-article,2020,10,9,,Isprs International Journal Of Geo-Information,journal,crossref:1968,
doi:10.1002/eng2.12217,What Is Knowledge In Industry 4.0?,journal-article,2020,8,2,,Engineering Reports,journal,crossref:311,
doi:10.1111/exsy.12629,A Semantic‐Enabled And Context‐Aware Monitoring System For The Internet Of Medical Things,journal-article,2020,2,38,,Expert Systems,journal,crossref:311,
doi:10.1007/978-3-030-62015-8_2,Croppesto: An Ontology Model For Identifying And Managing Plant Pests And Diseases,book-chapter,2020,,,1,Communications In Computer And Information Science - Technologies And Innovation,book,crossref:297,
doi:10.3390/designs4040047,Sympérasmology: A Proposal For The Theory Of Synthetic System Knowledge,journal-article,2020,4,4,,Designs,journal,crossref:1968,
doi:10.3390/en13153990,Constrained Generation Bids In Local Electricity Markets: A Semantic Approach,journal-article,2020,15,13,,Energies,journal,crossref:1968,
doi:10.1007/978-3-030-63799-6_17,Semantic Technologies Towards Accountable Artificial Intelligence: A Poultry Chain Management Use Case,book-chapter,2020,,,1,Lecture Notes In Computer Science - Artificial Intelligence Xxxvii,book,crossref:297,
doi:10.1007/978-3-030-64058-3_67,Artificial Intelligence For Lassa Fever Diagnosis System,book-chapter,2021,,,1,Advances In Intelligent Systems And Computing - 14Th International Conference On Theory And Application Of Fuzzy Systems And Soft Computing – Icafs-2020,book,crossref:297,
doi:10.1007/978-3-030-65847-2_11,Mapping The Web Ontology Language To The Openapi Specification,book-chapter,2020,,,1,Lecture Notes In Computer Science - Advances In Conceptual Modeling,book,crossref:297,
doi:10.15407/csc.2020.04.044,Ontology Application To Construct Inductive Modeling Tools With Intelligent Interface,journal-article,2020,4 (288),,,Control Systems And Computers,journal,crossref:6225,
doi:10.1108/jmtm-04-2020-0137,Application Of Design Thinking To Product-Configuration Projects,journal-article,2020,1,32,,Journal Of Manufacturing Technology Management,journal,crossref:140,
doi:10.1186/s12911-020-01291-y,Analysis Of Readability And Structural Accuracy In Snomed Ct,journal-article,2020,S10,20,,Bmc Medical Informatics And Decision Making,journal,crossref:297,
doi:10.2196/20443,Ontological Organization And Bioinformatic Analysis Of Adverse Drug Reactions From Package Inserts: Development And Usability Study,journal-article,2020,7,22,,Journal Of Medical Internet Research,journal,crossref:1010,
doi:10.1016/j.jvolgeores.2014.07.012,Knowledge Engineering In Volcanology: Practical Claims And General Approach,journal-article,2014,,286,,Journal Of Volcanology And Geothermal Research,journal,crossref:78,
doi:10.1016/j.cirpj.2018.06.002,A Problem-Solving Ontology For Human-Centered Cyber Physical Production Systems,journal-article,2018,,22,,Cirp Journal Of Manufacturing Science And Technology,journal,crossref:78,
doi:10.1016/j.ijinfomgt.2016.05.022,Towards Knowledge Modeling And Manipulation Technologies: A Survey,journal-article,2016,6,36,,International Journal Of Information Management,journal,crossref:78,
doi:10.1016/j.cmpb.2014.01.020,Bioss: A System For Biomedical Ontology Selection,journal-article,2014,1,114,,Computer Methods And Programs In Biomedicine,journal,crossref:78,
doi:10.1016/j.comcom.2019.02.002,The Mom Of Context-Aware Systems: A Survey,journal-article,2019,,137,,Computer Communications,journal,crossref:78,
doi:10.1016/j.eswa.2014.03.022,Feature-Based Opinion Mining Through Ontologies,journal-article,2014,13,41,,Expert Systems With Applications,journal,crossref:78,
doi:10.1016/j.eswa.2020.113843,Development Of A Consumer Financial Goals Ontology For Use With Fintech Applications For Improving Financial Capability,journal-article,2021,,165,,Expert Systems With Applications,journal,crossref:78,
doi:10.1016/j.ecoinf.2017.06.003,Ontology-Based Support For Taxonomic Functions,journal-article,2017,,41,,Ecological Informatics,journal,crossref:78,
doi:10.1016/j.datak.2014.07.006,Reducing The Gap Between Experts' Knowledge And Data: The Tom4D Methodology,journal-article,2014,,94,,Data & Knowledge Engineering,journal,crossref:78,
doi:10.1016/j.cmpb.2013.12.023,Ontology Driven Decision Support For The Diagnosis Of Mild Cognitive Impairment,journal-article,2014,3,113,,Computer Methods And Programs In Biomedicine,journal,crossref:78,
doi:10.1016/j.cosrev.2020.100339,Ontology Learning: Grand Tour And Challenges,journal-article,2021,,39,,Computer Science Review,journal,crossref:78,
doi:10.1016/j.rser.2015.04.021,Ontology Of Ground Source Heat Pump,journal-article,2015,,49,,Renewable And Sustainable Energy Reviews,journal,crossref:78,
doi:10.1016/j.scico.2018.01.003,An Ontology-Based Approach With Which To Assign Human Resources To Software Projects,journal-article,2018,,156,,Science Of Computer Programming,journal,crossref:78,
doi:10.1016/j.rcim.2019.05.010,Core Domain Ontology For Joining Processes To Consolidate Welding Standards,journal-article,2019,,59,,Robotics And Computer-Integrated Manufacturing,journal,crossref:78,
doi:10.1016/j.aei.2018.10.009,Modelling Residual Value Risk Through Ontology To Address Vulnerability Of Ppp Project System,journal-article,2018,,38,,Advanced Engineering Informatics,journal,crossref:78,
doi:10.1016/j.future.2018.01.062,Experience Based Knowledge Representation For Internet Of Things And Cyber Physical Systems With Case Studies,journal-article,2019,,92,,Future Generation Computer Systems,journal,crossref:78,
doi:10.1016/j.pmcj.2016.03.001,Towards A Social And Context-Aware Mobile Recommendation System For Tourism,journal-article,2017,,38,,Pervasive And Mobile Computing,journal,crossref:78,
doi:10.1016/j.jmsy.2014.05.003,Development Of A Hybrid Manufacturing Cloud,journal-article,2014,4,33,,Journal Of Manufacturing Systems,journal,crossref:78,
doi:10.1016/j.compind.2019.05.003,Ontology-Based Systems Engineering: A State-Of-The-Art Review,journal-article,2019,,111,,Computers In Industry,journal,crossref:78,
doi:10.1016/j.knosys.2013.10.006,Ontology-Based Annotation And Retrieval Of Services In The Cloud,journal-article,2014,,56,,Knowledge-Based Systems,journal,crossref:78,
doi:10.1016/j.compchemeng.2016.05.018,Semantically Enabled Process Synthesis And Optimisation,journal-article,2016,,93,,Computers & Chemical Engineering,journal,crossref:78,
doi:10.1016/j.compmedimag.2014.09.004,Towards Semantic-Driven High-Content Image Analysis: An Operational Instantiation For Mitosis Detection In Digital Histopathology,journal-article,2015,,42,,Computerized Medical Imaging And Graphics,journal,crossref:78,
doi:10.1016/j.jbusres.2019.05.016,Estimating Deception In Consumer Reviews Based On Extreme Terms: Comparison Analysis Of Open Vs. Closed Hotel Reservation Platforms,journal-article,2019,,102,,Journal Of Business Research,journal,crossref:78,
doi:10.1016/j.autcon.2019.102956,Managing Interrelated Project Information In Aec Knowledge Graphs,journal-article,2019,,108,,Automation In Construction,journal,crossref:78,
doi:10.1016/j.compind.2014.02.017,"Erp 2.0, What For And How?",journal-article,2014,6,65,,Computers In Industry,journal,crossref:78,
doi:10.1016/j.measurement.2018.01.009,A Mathematical Evaluation For Measuring Correctness Of Domain Ontologies Using Concept Maps,journal-article,2018,,118,,Measurement,journal,crossref:78,
doi:10.1016/j.cose.2018.07.013,Leveraging Ontologies And Machine-Learning Techniques For Malware Analysis Into Android Permissions Ecosystems,journal-article,2018,,78,,Computers & Security,journal,crossref:78,
doi:10.1016/j.jbi.2019.103293,Making Work Visible For Electronic Phenotype Implementation: Lessons Learned From The Emerge Network,journal-article,2019,,99,,Journal Of Biomedical Informatics,journal,crossref:78,
doi:10.1080/15230406.2019.1647797,Semantic Relatedness Algorithm For Keyword Sets Of Geographic Metadata,journal-article,2019,2,47,,Cartography And Geographic Information Science,journal,crossref:301,
doi:10.3390/bdcc2030025,Exploiting Inter- And Intra-Base Crossing With Multi-Mappings: Application To Environmental Data,journal-article,2018,3,2,,Big Data And Cognitive Computing,journal,crossref:1968,
doi:10.1080/17538947.2016.1266041,Multidimensional And Quantitative Interlinking Approach For Linked Geospatial Data,journal-article,2017,9,10,,International Journal Of Digital Earth,journal,crossref:301,
doi:10.1016/j.earscirev.2018.07.006,Geospatial Sensor Web: A Cyber-Physical Infrastructure For Geoscience Research And Application,journal-article,2018,,185,,Earth-Science Reviews,journal,crossref:78,
doi:10.1007/s00778-019-00564-x,Dataset Search: A Survey,journal-article,2019,1,29,,The Vldb Journal,journal,crossref:297,
doi:10.1111/jace.16677,Data‐Driven Glass/Ceramic Science Research: Insights From The Glass And Ceramic And Data Science/Informatics Communities,journal-article,2019,11,102,,Journal Of The American Ceramic Society,journal,crossref:311,
doi:10.1108/ijpsm-02-2018-0062,"Balancing Control, Usability And Visibility Of Linked Open Government Data To Create Public Value",journal-article,2019,5,32,,International Journal Of Public Sector Management,journal,crossref:140,
doi:10.1007/978-3-030-30796-7_27,An Assessment Of Adoption And Quality Of Linked Data In European Open Government Data,book-chapter,2019,,,1,Lecture Notes In Computer Science - The Semantic Web – Iswc 2019,book,crossref:297,
doi:10.1007/s00778-019-00591-8,Top-K Relevant Semantic Place Retrieval On Spatiotemporal Rdf Data,journal-article,2019,4,29,,The Vldb Journal,journal,crossref:297,
doi:10.1093/ije/dyz051,"Availability, Access, Analysis And Dissemination Of Small-Area Data",journal-article,2020,Supplement_1,49,,International Journal Of Epidemiology,journal,crossref:286,
doi:10.1007/978-3-030-62466-8_41,Google Dataset Search By The Numbers,book-chapter,2020,,,1,Lecture Notes In Computer Science - The Semantic Web – Iswc 2020,book,crossref:297,
doi:10.1016/j.envsoft.2015.12.005,An Expandable Web-Based Platform For Visually Analyzing Basin-Scale Hydro-Climate Time Series Data,journal-article,2016,,78,,Environmental Modelling & Software,journal,crossref:78,
doi:10.1155/2021/3591034,Operational Considerations Regarding On-Demand Air Mobility: A Literature Review And Research Challenges,journal-article,2021,,2021,,Journal Of Advanced Transportation,journal,crossref:98,
doi:10.1016/j.datak.2018.10.002,An Ontology-Based Approach To Knowledge Representation For Computer-Aided Control System Design,journal-article,2018,,118,,Data & Knowledge Engineering,journal,crossref:78,
doi:10.1007/978-981-33-4565-2_3,A Model Devops Framework For Saas In The Cloud,book-chapter,2021,,,1,"Advances And Applications In Computer Science, Electronics And Industrial Engineering - Advances In Intelligent Systems And Computing",book,crossref:297,
doi:10.1038/s41597-021-00797-y,An Empirical Meta-Analysis Of The Life Sciences Linked Open Data On The Web,journal-article,2021,1,8,,Scientific Data,journal,crossref:297,
doi:10.3390/su13116407,Knowledge System Supporting Its Deployment,journal-article,2021,11,13,,Sustainability,journal,crossref:1968,
doi:10.3390/electronics10091060,Collaborative Ontology Engineering Methodologies For The Development Of Decision Support Systems: Case Studies In The Healthcare Domain,journal-article,2021,9,10,,Electronics,journal,crossref:1968,
doi:10.3390/info12100432,An Ontological Approach To Enhancing Information Sharing In Disaster Response,journal-article,2021,10,12,,Information,journal,crossref:1968,
doi:10.1111/exsy.12851,Development Methodologies For Ontology‐Based Knowledge Management Systems: A Review,journal-article,2021,2,39,,Expert Systems,journal,crossref:311,
doi:10.3390/data3040044,Crc806-Kb: A Semantic Mediawiki Based Collaborative Knowledge Base For An Interdisciplinary Research Project,journal-article,2018,4,3,,Data,journal,crossref:1968,
doi:10.3390/sym11030309,Handling Semantic Complexity Of Big Data Using Machine Learning And Rdf Ontology Model,journal-article,2019,3,11,,Symmetry,journal,crossref:1968,
doi:10.1007/s10462-019-09693-9,A Comprehensive Review Of Type-2 Fuzzy Ontology,journal-article,2019,2,53,,Artificial Intelligence Review,journal,crossref:297,
doi:10.1080/23311916.2016.1193959,Poem: Practical Ontology Engineering Model For Semantic Web Ontologies,journal-article,2016,1,3,,Cogent Engineering,journal,crossref:301,
doi:10.4018/978-1-4666-2494-8.ch016,Mining Sentiment Using Conversation Ontology,book-chapter,2013,,,0,,,,
doi:10.1080/1206212x.2019.1574950,Development And Evaluation Of Knowledge Treasure For Emergency Situation Awareness,journal-article,2019,5,43,,International Journal Of Computers And Applications,journal,crossref:301,
doi:10.4018/ijdibe.2019010104,An Ontology For Detailed Measurement Of Building Works Using Semantic Web Technology,journal-article,2019,1,8,,International Journal Of Digital Innovation In The Built Environment,journal,crossref:2432,
doi:10.1017/s0021859619000820,Addressing The ‘Tower Of Babel’ Of Pesticide Regulations: An Ontology For Supporting Pest-Control Decisions,journal-article,2019,6,157,,The Journal Of Agricultural Science,journal,crossref:56,
doi:10.1007/s10639-020-10226-z,Ontologies In Education – State Of The Art,journal-article,2020,6,25,,Education And Information Technologies,journal,crossref:297,
doi:10.1093/jamia/ocaa061,"Development Of The Gender, Sex, And Sexual Orientation Ontology: Evaluation And Workflow",journal-article,2020,7,27,,Journal Of The American Medical Informatics Association,journal,crossref:286,
doi:10.1016/j.ssci.2019.05.029,Extracting Safety Information From Multi-Lingual Accident Reports Using An Ontology-Based Approach,journal-article,2019,,118,,Safety Science,journal,crossref:78,
doi:10.1016/j.jclepro.2015.08.088,An Ontology-Based Decision Support Tool For Optimizing Domestic Solar Hot Water System Selection,journal-article,2016,,112,,Journal Of Cleaner Production,journal,crossref:78,
doi:10.1016/j.is.2015.02.003,Incorporating Ontology-Based Semantics Into Conceptual Modelling,journal-article,2015,,52,,Information Systems,journal,crossref:78,
doi:10.4018/978-1-5225-9687-5.ch002,Ontology-Based Open Tourism Data Integration Framework,book-chapter,2020,,,0,,,,
doi:10.1007/s10796-016-9631-4,Compliance Management Ontology – A Shared Conceptualization For Research And Practice In Compliance Management,journal-article,2016,5,18,,Information Systems Frontiers,journal,crossref:297,
doi:10.1007/978-3-030-30859-9_5,Semantic Interoperability In Iot: A Systematic Mapping,book-chapter,2019,,,1,"Lecture Notes In Computer Science - Internet Of Things, Smart Spaces, And Next Generation Networks And Systems",book,crossref:297,
doi:10.29375/25392115.3227,Creation Of A Consulting Tool And Implementation Of An Ontology For A Master’S Degree Program In Computer Sciences,journal-article,2018,1,19,,Revista Colombiana De Computación,journal,crossref:11929,
doi:10.1007/978-3-030-01762-0_12,Maintaining A Linked Data Cloud And Data Service For Second World War History,book-chapter,2018,,,1,"Digital Heritage. Progress In Cultural Heritage: Documentation, Preservation, And Protection - Lecture Notes In Computer Science",book,crossref:297,
doi:10.4018/978-1-5225-7186-5.ch011,Towards Patient-Centric Healthcare,book-chapter,2019,,,0,,,,
doi:10.1007/978-3-030-20485-3_11,Triggering Ontology Alignment Revalidation Based On The Degree Of Change Significance On The Ontology Concept Level,book-chapter,2019,,,1,Business Information Systems - Lecture Notes In Business Information Processing,book,crossref:297,
doi:10.1080/00207543.2017.1421785,A Novel Approach For Analysing Evolutional Motivation Of Empirical Engineering Knowledge,journal-article,2018,8,56,,International Journal Of Production Research,journal,crossref:301,
doi:10.1111/tgis.12602,"Categories Are In Flux, But Their Computational Representations Are Fixed: That'S A Problem",journal-article,2020,2,24,,Transactions In Gis,journal,crossref:311,
doi:10.1007/978-3-030-50316-1_26,Ontology Evolution In The Context Of Model-Based Secure Software Engineering,book-chapter,2020,,,1,Research Challenges In Information Science - Lecture Notes In Business Information Processing,book,crossref:297,
doi:10.1007/s12008-020-00712-6,"Knowledge Management For Modeled Heritage Objects, Requirement Specifications Towards A Tool For Heterogeneity Embracing",journal-article,2020,4,14,,International Journal On Interactive Design And Manufacturing (Ijidem),journal,crossref:297,
doi:10.1016/j.jss.2018.06.039,Analytical Metadata Modeling For Next Generation Bi Systems,journal-article,2018,,144,,Journal Of Systems And Software,journal,crossref:78,
doi:10.1016/j.jcss.2015.06.001,Dynamic Class Hierarchy Management For Multi-Version Ontology-Based Personalization,journal-article,2016,1,82,,Journal Of Computer And System Sciences,journal,crossref:78,
doi:10.1007/s10209-021-00791-6,An Ontology-Based Framework For Improving Color Vision Deficiency Accessibility,journal-article,2021,,,,Universal Access In The Information Society,journal,crossref:297,
doi:10.3390/electronics10141650,Improving Recommendations For Online Retail Markets Based On Ontology Evolution,journal-article,2021,14,10,,Electronics,journal,crossref:1968,
doi:10.1016/j.compind.2021.103449,"Exploiting Knowledge Graphs In Industrial Products And Services: A Survey Of Key Aspects, Challenges, And Future Perspectives",journal-article,2021,,129,,Computers In Industry,journal,crossref:78,
doi:10.1007/978-3-030-71187-0_107,A Survey On Versioning Approaches And Tools,book-chapter,2021,,,1,Advances In Intelligent Systems And Computing - Intelligent Systems Design And Applications,book,crossref:297,
doi:10.1016/j.websem.2021.100658,Beware Of The Hierarchy — An Analysis Of Ontology Evolution And The Materialisation Impact For Biomedical Ontologies,journal-article,2021,,70,,Journal Of Web Semantics,journal,crossref:78,
doi:10.1108/bpmj-05-2019-0183,Knowledge Management In Improving Business Process: An Interpretative Framework For Successful Implementation Of Ai–Crm–Km System In Organizations,journal-article,2020,6,26,,Business Process Management Journal,journal,crossref:140,
doi:10.4018/ijegr.2019070102,Personal Data Sharing And Legal Issues Of Human Rights In The Era Of Artificial Intelligence,journal-article,2019,3,15,,International Journal Of Electronic Government Research,journal,crossref:2432,
doi:10.1007/978-3-030-33246-4_14,Using Maps For Interlinking Geospatial Linked Data,book-chapter,2019,,,1,Lecture Notes In Computer Science - On The Move To Meaningful Internet Systems: Otm 2019 Conferences,book,crossref:297,
doi:10.3989/redc.2019.4.1605,Revisión Del Cumplimiento De Los Datos Abiertos Por Los Ayuntamientos Españoles En La Iniciativa Aporta,journal-article,2019,4,42,,Revista Española De Documentación Científica,journal,crossref:2373,
doi:10.1145/3190576,Experience,journal-article,2017,4,9,,Journal Of Data And Information Quality,journal,crossref:320,
doi:10.1007/s42421-020-00023-y,A Rubric-Driven Evaluation Of Open Data Portals And Their Data In Transportation,journal-article,2020,2,2,,Journal Of Big Data Analytics In Transportation,journal,crossref:297,
doi:10.1016/j.ijinfomgt.2019.05.008,The Dual Effects Of The Internet Of Things (Iot): A Systematic Review Of The Benefits And Risks Of Iot Adoption By Organizations,journal-article,2020,,51,,International Journal Of Information Management,journal,crossref:78,
doi:10.1016/j.cities.2019.03.009,Investigating The Barriers Faced By Stakeholders In Open Data Development: A Study On Hong Kong As A “Smart City”,journal-article,2019,,92,,Cities,journal,crossref:78,
doi:10.1016/j.bdr.2016.10.001,Producing Linked Data For Smart Cities: The Case Of Catania,journal-article,2017,,7,,Big Data Research,journal,crossref:78,
doi:10.1016/j.scitotenv.2019.03.440,Towards More Effective Online Environmental Information Provision Through Tailored Natural Language Generation: Profiles Of Scottish River User Groups And An Evaluative Online Experiment,journal-article,2019,,673,,Science Of The Total Environment,journal,crossref:78,
doi:10.1016/j.giq.2018.10.006,A Prioritization-Based Analysis Of Local Open Government Data Portals: A Case Study Of Chinese Province-Level Governments,journal-article,2018,4,35,,Government Information Quarterly,journal,crossref:78,
doi:10.1016/j.jbi.2020.103504,A Knowledge-Based System To Find Over-The-Counter Medicines For Self-Medication,journal-article,2020,,108,,Journal Of Biomedical Informatics,journal,crossref:78,
doi:10.1016/j.giq.2018.11.004,Big And Open Linked Data Analytics Ecosystem: Theoretical Background And Essential Elements,journal-article,2019,1,36,,Government Information Quarterly,journal,crossref:78,
doi:10.1016/j.eswa.2019.113135,Iota: Interlinking Of Heterogeneous Multilingual Open Fiscal Data,journal-article,2020,,147,,Expert Systems With Applications,journal,crossref:78,
doi:10.1016/j.jlamp.2014.12.005,Minimal Type Inference For Linked Data Consumers,journal-article,2015,4,84,,Journal Of Logical And Algebraic Methods In Programming,journal,crossref:78,
doi:10.1177/00208523211009955,Understanding The Evolution Of Open Government Data Research: Towards Open Data Sustainability And Smartness,journal-article,2021,,,,International Review Of Administrative Sciences,journal,crossref:179,
doi:10.1016/j.patter.2020.100136,Dataset Reuse: Toward Translating Principles To Practice,journal-article,2020,8,1,,Patterns,journal,crossref:78,
doi:10.1007/s10994-021-06118-z,Few-Shot Learning For Spatial Regression Via Neural Embedding-Based Gaussian Processes,journal-article,2021,,,,Machine Learning,journal,crossref:297,
doi:10.1002/poi3.176,"Big Data For Policymaking: Great Expectations, But With Limited Progress?",journal-article,2018,3,10,,Policy & Internet,journal,crossref:311,
doi:10.1080/15228835.2017.1416515,Hiding In Plain Sight: Insights About Health-Care Trends Gained Through Open Health Data,journal-article,2018,1,36,,Journal Of Technology In Human Services,journal,crossref:301,
doi:10.1007/s11423-019-09706-y,The Use Of Open Data As A Material For Learning,journal-article,2019,1,68,,Educational Technology Research And Development,journal,crossref:297,
doi:10.1186/s40965-018-0051-x,"Hypermap Registry: An Open Source, Standards-Based Geospatial Registry And Search Platform",journal-article,2018,1,3,,"Open Geospatial Data, Software And Standards",journal,crossref:297,
doi:10.1002/cpe.4186,Analytics For Citizens: A Linked Open Data Model For Statistical Data Exploration,journal-article,2017,8,33,,Concurrency And Computation: Practice And Experience,journal,crossref:311,
doi:10.1007/s41060-016-0025-y,Crowdsourcing Chart Digitizer: Task Design And Quality Control For Making Legacy Open Data Machine-Readable,journal-article,2016,1-2,2,,International Journal Of Data Science And Analytics,journal,crossref:297,
doi:10.1080/02681102.2017.1412289,Open Data And E-Government – Related Or Competing Ecosystems: A Paradox Of Open Government And Promise Of Civic Engagement In Estonia,journal-article,2017,3,25,,Information Technology For Development,journal,crossref:301,
doi:10.1108/dta-10-2017-0078,Performance Assessment And Major Trends In Open Government Data Research Based On Web Of Science Data,journal-article,2019,3,53,,Data Technologies And Applications,journal,crossref:140,
doi:10.31921/doxacom.n27a14,"El Perfil Del Periodista De Datos: Formación, Fuentes Y Herramientas",journal-article,2018,27,,,Doxa Comunicación. Revista Interdisciplinar De Estudios De Comunicación Y Ciencias Sociales,journal,crossref:17207,
doi:10.1049/iet-sen.2016.0325,Coeus 2.0: Automated Platform To Integrate And Publish Biomedical Data As Nanopublications,journal-article,2018,2,12,,Iet Software,journal,crossref:265,
doi:10.1155/2017/8327980,Linked Registries: Connecting Rare Diseases Patient Registries Through A Semantic Web Layer,journal-article,2017,,2017,,Biomed Research International,journal,crossref:98,
doi:10.1007/s10916-017-0705-8,Scaleus: Semantic Web Services Integration For Biomedical Applications,journal-article,2017,4,41,,Journal Of Medical Systems,journal,crossref:297,
doi:10.1093/database/bax088,A Semantic-Based Workflow For Biomedical Literature Annotation,journal-article,2017,,2017,,Database,journal,crossref:286,
doi:10.1016/j.yjbinx.2020.100074,Interoperability Of Population-Based Patient Registries,journal-article,2020,,112,,Journal Of Biomedical Informatics,journal,crossref:78,
doi:10.1016/j.future.2015.09.008,Scalable Semantic Aware Context Storage,journal-article,2016,,56,,Future Generation Computer Systems,journal,crossref:78,
doi:10.3390/app11167233,An Ontology To Model The International Rules For Multiple Primary Malignant Tumours In Cancer Registration,journal-article,2021,16,11,,Applied Sciences,journal,crossref:1968,
doi:10.1007/978-3-030-88361-4_12,Computing Cq Lower-Bounds Over Owl 2 Through Approximation To Rsa,book-chapter,2021,,,1,The Semantic Web – Iswc 2021 - Lecture Notes In Computer Science,book,crossref:297,
doi:10.21105/joss.03374,Jphyloref: A Tool For Testing And Resolving Phyloreferences,journal-article,2021,64,6,,Journal Of Open Source Software,journal,crossref:8722,
doi:10.1021/acssynbio.8b00532,Sbol-Owl: An Ontological Approach For Formal And Semantic Representation Of Synthetic Biology Information,journal-article,2019,7,8,,Acs Synthetic Biology,journal,crossref:316,
doi:10.1186/s13326-021-00246-0,Toward A Systematic Conflict Resolution Framework For Ontologies,journal-article,2021,1,12,,Journal Of Biomedical Semantics,journal,crossref:297,
doi:10.1007/s10845-021-01855-3,An Ontology Model For Maintenance Strategy Selection And Assessment,journal-article,2021,,,,Journal Of Intelligent Manufacturing,journal,crossref:297,
doi:10.1016/j.softx.2021.100952,Owloop: A Modular Api To Describe Owl Axioms In Oop Objects Hierarchies,journal-article,2022,,17,,Softwarex,journal,crossref:78,
doi:10.3390/app112110450,An Ontology-Based Expert System For Rice Disease Identification And Control Recommendation,journal-article,2021,21,11,,Applied Sciences,journal,crossref:1968,
doi:10.1017/s1471068421000466,Efficient Tbox Reasoning With Value Restrictions Using The Wer Reasoner,journal-article,2021,,,,Theory And Practice Of Logic Programming,journal,crossref:56,
doi:10.7717/peerj-cs.777,An Ontology-Based Approach To The Analysis Of The Acid-Base State Of Patients At Operative Measures,journal-article,2021,,7,,Peerj Computer Science,journal,crossref:4443,
doi:10.1016/j.websem.2021.100694,A Multiplatform Energy-Aware Owl Reasoner Benchmarking Framework,journal-article,2022,,72,,Journal Of Web Semantics,journal,crossref:78,
doi:10.3390/jsan10040066,Knowledge-Based Approach For The Perception Enhancement Of A Vehicle,journal-article,2021,4,10,,Journal Of Sensor And Actuator Networks,journal,crossref:1968,
doi:10.3390/app10186328,Ontology Fixing By Using Software Engineering Technology,journal-article,2020,18,10,,Applied Sciences,journal,crossref:1968,
doi:10.1007/978-3-030-61380-8_3,Agentdevlaw: A Middleware Architecture For Integrating Legal Ontologies And Multi-Agent Systems,book-chapter,2020,,,1,Intelligent Systems - Lecture Notes In Computer Science,book,crossref:297,
doi:10.1186/s13326-016-0091-z,Supporting The Analysis Of Ontology Evolution Processes Through The Combination Of Static And Dynamic Scaling Functions In Oquare,journal-article,2016,1,7,,Journal Of Biomedical Semantics,journal,crossref:297,
